solv_i_id,molefrac_i,ln_gamma_i
solvent_90 / solvent_175,0.00 / 1.00,0.694081170 / 0.000000000
solvent_288 / solvent_583,0.00 / 1.00,-0.030427920 / 0.000000000
solvent_674 / solvent_685,0.00 / 1.00,-0.065565470 / 0.000000000
solvent_460 / solvent_607,0.00 / 1.00,0.067574420 / 0.000000000
solvent_180 / solvent_579,0.00 / 1.00,0.017829610 / 0.000000000
solvent_563 / solvent_807,0.00 / 1.00,-0.004579600 / 0.000000000
solvent_333 / solvent_843,0.00 / 1.00,-0.042120220 / 0.000000000
solvent_349 / solvent_506,0.00 / 1.00,0.353655630 / 0.000000000
solvent_427 / solvent_819,0.00 / 1.00,-1.511526110 / 0.000000000
solvent_55 / solvent_301,0.00 / 1.00,-0.099985530 / 0.000000000
solvent_541 / solvent_749,0.00 / 1.00,-0.013135140 / 0.000000000
solvent_165 / solvent_584,0.00 / 1.00,2.546525390 / 0.000000000
solvent_582 / solvent_835,0.00 / 1.00,0.078836970 / 0.000000000
solvent_436 / solvent_496,0.00 / 1.00,0.131877360 / 0.000000000
solvent_111 / solvent_482,0.00 / 1.00,5.029703990 / 0.000000000
solvent_489 / solvent_620,0.00 / 1.00,0.823364390 / 0.000000000
solvent_462 / solvent_624,0.00 / 1.00,0.615850970 / 0.000000000
solvent_221 / solvent_634,0.00 / 1.00,0.728126770 / 0.000000000
solvent_160 / solvent_649,0.00 / 1.00,0.862159590 / 0.000000000
solvent_553 / solvent_673,0.00 / 1.00,-0.093326380 / 0.000000000
solvent_650 / solvent_841,0.00 / 1.00,0.491894560 / 0.000000000
solvent_276 / solvent_783,0.00 / 1.00,-0.327829740 / 0.000000000
solvent_336 / solvent_843,0.00 / 1.00,-0.517537460 / 0.000000000
solvent_625 / solvent_695,0.00 / 1.00,0.202187990 / 0.000000000
solvent_357 / solvent_372,0.00 / 1.00,0.262111770 / 0.000000000
solvent_195 / solvent_746,0.00 / 1.00,1.789258630 / 0.000000000
solvent_163 / solvent_381,0.00 / 1.00,2.202022410 / 0.000000000
solvent_373 / solvent_711,0.00 / 1.00,0.244468150 / 0.000000000
solvent_535 / solvent_594,0.00 / 1.00,0.552510890 / 0.000000000
solvent_106 / solvent_794,0.00 / 1.00,2.015917140 / 0.000000000
solvent_47 / solvent_431,0.00 / 1.00,-0.281320790 / 0.000000000
solvent_524 / solvent_547,0.00 / 1.00,7.287894510 / 0.000000000
solvent_423 / solvent_668,0.00 / 1.00,2.973830960 / 0.000000000
solvent_166 / solvent_175,0.00 / 1.00,0.115257110 / 0.000000000
solvent_17 / solvent_753,0.00 / 1.00,-0.316517600 / 0.000000000
solvent_81 / solvent_600,0.00 / 1.00,2.683322820 / 0.000000000
solvent_673 / solvent_738,0.00 / 1.00,0.153686420 / 0.000000000
solvent_197 / solvent_631,0.00 / 1.00,-0.256115480 / 0.000000000
solvent_251 / solvent_462,0.00 / 1.00,-0.159097820 / 0.000000000
solvent_166 / solvent_666,0.00 / 1.00,0.630994870 / 0.000000000
solvent_365 / solvent_462,0.00 / 1.00,0.437308440 / 0.000000000
solvent_73 / solvent_709,0.00 / 1.00,-0.019064820 / 0.000000000
solvent_189 / solvent_830,0.00 / 1.00,-0.011398730 / 0.000000000
solvent_361 / solvent_628,0.00 / 1.00,0.054270210 / 0.000000000
solvent_382 / solvent_572,0.00 / 1.00,-0.406603540 / 0.000000000
solvent_512 / solvent_722,0.00 / 1.00,0.585899930 / 0.000000000
solvent_53 / solvent_535,0.00 / 1.00,1.604785370 / 0.000000000
solvent_70 / solvent_816,0.00 / 1.00,0.079919210 / 0.000000000
solvent_588 / solvent_793,0.00 / 1.00,0.246017910 / 0.000000000
solvent_339 / solvent_814,0.00 / 1.00,-0.247882540 / 0.000000000
solvent_287 / solvent_510,0.00 / 1.00,0.334834160 / 0.000000000
solvent_102 / solvent_144,0.00 / 1.00,0.949286280 / 0.000000000
solvent_416 / solvent_744,0.00 / 1.00,0.094798750 / 0.000000000
solvent_246 / solvent_279,0.00 / 1.00,-0.113321660 / 0.000000000
solvent_338 / solvent_794,0.00 / 1.00,0.997604250 / 0.000000000
solvent_106 / solvent_579,0.00 / 1.00,0.882519670 / 0.000000000
solvent_358 / solvent_831,0.00 / 1.00,0.377609890 / 0.000000000
solvent_260 / solvent_431,0.00 / 1.00,0.153317900 / 0.000000000
solvent_187 / solvent_724,0.00 / 1.00,-0.128488300 / 0.000000000
solvent_1 / solvent_311,0.00 / 1.00,0.601881460 / 0.000000000
solvent_331 / solvent_776,0.00 / 1.00,-0.308427140 / 0.000000000
solvent_349 / solvent_436,0.00 / 1.00,0.134103750 / 0.000000000
solvent_221 / solvent_384,0.00 / 1.00,0.617240050 / 0.000000000
solvent_791 / solvent_793,0.00 / 1.00,-0.100596930 / 0.000000000
solvent_616 / solvent_738,0.00 / 1.00,-0.135159050 / 0.000000000
solvent_1 / solvent_382,0.00 / 1.00,1.985535380 / 0.000000000
solvent_150 / solvent_589,0.00 / 1.00,1.029562760 / 0.000000000
solvent_423 / solvent_829,0.00 / 1.00,3.392982740 / 0.000000000
solvent_160 / solvent_820,0.00 / 1.00,1.941485560 / 0.000000000
solvent_74 / solvent_593,0.00 / 1.00,2.271899090 / 0.000000000
solvent_112 / solvent_653,0.00 / 1.00,2.299746800 / 0.000000000
solvent_275 / solvent_414,0.00 / 1.00,-0.187640790 / 0.000000000
solvent_323 / solvent_454,0.00 / 1.00,0.968963840 / 0.000000000
solvent_473 / solvent_698,0.00 / 1.00,0.261185770 / 0.000000000
solvent_73 / solvent_237,0.00 / 1.00,0.125327820 / 0.000000000
solvent_455 / solvent_582,0.00 / 1.00,-0.037047490 / 0.000000000
solvent_379 / solvent_446,0.00 / 1.00,2.354716160 / 0.000000000
solvent_660 / solvent_776,0.00 / 1.00,0.194228940 / 0.000000000
solvent_2 / solvent_424,0.00 / 1.00,0.917992560 / 0.000000000
solvent_68 / solvent_179,0.00 / 1.00,-0.047386240 / 0.000000000
solvent_184 / solvent_838,0.00 / 1.00,-0.011302240 / 0.000000000
solvent_243 / solvent_513,0.00 / 1.00,0.652269390 / 0.000000000
solvent_275 / solvent_605,0.00 / 1.00,-0.359562190 / 0.000000000
solvent_39 / solvent_708,0.00 / 1.00,4.634866800 / 0.000000000
solvent_55 / solvent_219,0.00 / 1.00,-0.064483030 / 0.000000000
solvent_525 / solvent_796,0.00 / 1.00,1.298849790 / 0.000000000
solvent_74 / solvent_409,0.00 / 1.00,-2.083827660 / 0.000000000
solvent_89 / solvent_220,0.00 / 1.00,-0.247098480 / 0.000000000
solvent_115 / solvent_778,0.00 / 1.00,-0.109304530 / 0.000000000
solvent_112 / solvent_790,0.00 / 1.00,0.298625290 / 0.000000000
solvent_479 / solvent_728,0.00 / 1.00,4.387497140 / 0.000000000
solvent_159 / solvent_345,0.00 / 1.00,2.814650430 / 0.000000000
solvent_213 / solvent_368,0.00 / 1.00,-0.504729580 / 0.000000000
solvent_411 / solvent_555,0.00 / 1.00,0.225717030 / 0.000000000
solvent_194 / solvent_509,0.00 / 1.00,0.875386870 / 0.000000000
solvent_83 / solvent_348,0.00 / 1.00,0.232134880 / 0.000000000
solvent_385 / solvent_760,0.00 / 1.00,1.417623040 / 0.000000000
solvent_21 / solvent_192,0.00 / 1.00,0.611245570 / 0.000000000
solvent_483 / solvent_521,0.00 / 1.00,-1.336051610 / 0.000000000
solvent_549 / solvent_728,0.00 / 1.00,0.100900250 / 0.000000000
solvent_114 / solvent_289,0.00 / 1.00,3.135731880 / 0.000000000
solvent_238 / solvent_738,0.00 / 1.00,-0.055697060 / 0.000000000
solvent_337 / solvent_843,0.00 / 1.00,0.422657770 / 0.000000000
solvent_447 / solvent_594,0.00 / 1.00,5.006282040 / 0.000000000
solvent_237 / solvent_737,0.00 / 1.00,0.217791980 / 0.000000000
solvent_150 / solvent_725,0.00 / 1.00,-2.453453820 / 0.000000000
solvent_359 / solvent_376,0.00 / 1.00,-0.466584610 / 0.000000000
solvent_473 / solvent_563,0.00 / 1.00,0.218055980 / 0.000000000
solvent_95 / solvent_275,0.00 / 1.00,0.317877400 / 0.000000000
solvent_440 / solvent_778,0.00 / 1.00,-0.022152670 / 0.000000000
solvent_322 / solvent_456,0.00 / 1.00,-0.267442180 / 0.000000000
solvent_141 / solvent_331,0.00 / 1.00,-1.794298510 / 0.000000000
solvent_676 / solvent_697,0.00 / 1.00,0.029274070 / 0.000000000
solvent_140 / solvent_827,0.00 / 1.00,-0.103299830 / 0.000000000
solvent_108 / solvent_258,0.00 / 1.00,0.705032600 / 0.000000000
solvent_559 / solvent_564,0.00 / 1.00,0.448099950 / 0.000000000
solvent_794 / solvent_796,0.00 / 1.00,-0.164711830 / 0.000000000
solvent_687 / solvent_747,0.00 / 1.00,0.855629020 / 0.000000000
solvent_575 / solvent_748,0.00 / 1.00,0.375358000 / 0.000000000
solvent_57 / solvent_446,0.00 / 1.00,1.459646200 / 0.000000000
solvent_335 / solvent_710,0.00 / 1.00,-3.800208430 / 0.000000000
solvent_697 / solvent_829,0.00 / 1.00,-0.042069720 / 0.000000000
solvent_350 / solvent_391,0.00 / 1.00,3.082256580 / 0.000000000
solvent_67 / solvent_185,0.00 / 1.00,0.184724260 / 0.000000000
solvent_105 / solvent_722,0.00 / 1.00,0.739884070 / 0.000000000
solvent_488 / solvent_622,0.00 / 1.00,0.187315200 / 0.000000000
solvent_264 / solvent_746,0.00 / 1.00,-0.950595400 / 0.000000000
solvent_416 / solvent_633,0.00 / 1.00,0.574390620 / 0.000000000
solvent_377 / solvent_602,0.00 / 1.00,0.022575200 / 0.000000000
solvent_252 / solvent_828,0.00 / 1.00,-0.106113770 / 0.000000000
solvent_620 / solvent_837,0.00 / 1.00,0.045333140 / 0.000000000
solvent_278 / solvent_793,0.00 / 1.00,0.076598270 / 0.000000000
solvent_114 / solvent_259,0.00 / 1.00,0.323116080 / 0.000000000
solvent_61 / solvent_828,0.00 / 1.00,-0.020225350 / 0.000000000
solvent_262 / solvent_760,0.00 / 1.00,0.719778210 / 0.000000000
solvent_46 / solvent_461,0.00 / 1.00,-0.130514300 / 0.000000000
solvent_13 / solvent_446,0.00 / 1.00,0.883352360 / 0.000000000
solvent_574 / solvent_679,0.00 / 1.00,-0.258070760 / 0.000000000
solvent_679 / solvent_829,0.00 / 1.00,0.079543880 / 0.000000000
solvent_132 / solvent_837,0.00 / 1.00,-0.389241440 / 0.000000000
solvent_536 / solvent_630,0.00 / 1.00,0.007884340 / 0.000000000
solvent_152 / solvent_331,0.00 / 1.00,-1.100951670 / 0.000000000
solvent_335 / solvent_347,0.00 / 1.00,-0.024653630 / 0.000000000
solvent_307 / solvent_506,0.00 / 1.00,0.827948980 / 0.000000000
solvent_89 / solvent_524,0.00 / 1.00,2.963006740 / 0.000000000
solvent_372 / solvent_621,0.00 / 1.00,6.401852710 / 0.000000000
solvent_288 / solvent_623,0.00 / 1.00,0.026417800 / 0.000000000
solvent_205 / solvent_691,0.00 / 1.00,1.542647950 / 0.000000000
solvent_249 / solvent_454,0.00 / 1.00,1.595841580 / 0.000000000
solvent_648 / solvent_806,0.00 / 1.00,-0.084075090 / 0.000000000
solvent_48 / solvent_559,0.00 / 1.00,0.277688610 / 0.000000000
solvent_55 / solvent_163,0.00 / 1.00,0.753907710 / 0.000000000
solvent_378 / solvent_667,0.00 / 1.00,0.495062330 / 0.000000000
solvent_547 / solvent_760,0.00 / 1.00,0.877554410 / 0.000000000
solvent_9 / solvent_797,0.00 / 1.00,0.635752760 / 0.000000000
solvent_117 / solvent_132,0.00 / 1.00,-1.379710330 / 0.000000000
solvent_63 / solvent_229,0.00 / 1.00,0.816165490 / 0.000000000
solvent_52 / solvent_741,0.00 / 1.00,0.593439250 / 0.000000000
solvent_23 / solvent_351,0.00 / 1.00,0.847282880 / 0.000000000
solvent_226 / solvent_729,0.00 / 1.00,0.705952470 / 0.000000000
solvent_277 / solvent_742,0.00 / 1.00,-0.693538300 / 0.000000000
solvent_474 / solvent_559,0.00 / 1.00,-0.012946470 / 0.000000000
solvent_95 / solvent_204,0.00 / 1.00,0.383820810 / 0.000000000
solvent_443 / solvent_587,0.00 / 1.00,-0.890323360 / 0.000000000
solvent_119 / solvent_141,0.00 / 1.00,0.004209800 / 0.000000000
solvent_313 / solvent_727,0.00 / 1.00,0.862370770 / 0.000000000
solvent_306 / solvent_350,0.00 / 1.00,0.010608060 / 0.000000000
solvent_87 / solvent_411,0.00 / 1.00,2.020686830 / 0.000000000
solvent_642 / solvent_656,0.00 / 1.00,0.139221060 / 0.000000000
solvent_380 / solvent_831,0.00 / 1.00,0.244491160 / 0.000000000
solvent_615 / solvent_656,0.00 / 1.00,0.292378810 / 0.000000000
solvent_104 / solvent_616,0.00 / 1.00,-0.226687100 / 0.000000000
solvent_156 / solvent_805,0.00 / 1.00,2.528937390 / 0.000000000
solvent_154 / solvent_489,0.00 / 1.00,-0.003185880 / 0.000000000
solvent_187 / solvent_827,0.00 / 1.00,0.394529160 / 0.000000000
solvent_137 / solvent_435,0.00 / 1.00,-0.033572740 / 0.000000000
solvent_169 / solvent_251,0.00 / 1.00,0.061552980 / 0.000000000
solvent_54 / solvent_766,0.00 / 1.00,0.182535800 / 0.000000000
solvent_362 / solvent_496,0.00 / 1.00,0.964291980 / 0.000000000
solvent_4 / solvent_213,0.00 / 1.00,-0.364449420 / 0.000000000
solvent_17 / solvent_809,0.00 / 1.00,0.410700660 / 0.000000000
solvent_479 / solvent_727,0.00 / 1.00,0.981696270 / 0.000000000
solvent_144 / solvent_818,0.00 / 1.00,0.259204490 / 0.000000000
solvent_106 / solvent_504,0.00 / 1.00,1.000849570 / 0.000000000
solvent_489 / solvent_647,0.00 / 1.00,-0.043736140 / 0.000000000
solvent_27 / solvent_507,0.00 / 1.00,-0.045314200 / 0.000000000
solvent_679 / solvent_797,0.00 / 1.00,0.570836370 / 0.000000000
solvent_249 / solvent_358,0.00 / 1.00,0.665646390 / 0.000000000
solvent_205 / solvent_418,0.00 / 1.00,-1.590074680 / 0.000000000
solvent_158 / solvent_384,0.00 / 1.00,-0.662911430 / 0.000000000
solvent_501 / solvent_678,0.00 / 1.00,-0.476308410 / 0.000000000
solvent_107 / solvent_829,0.00 / 1.00,0.044666850 / 0.000000000
solvent_22 / solvent_741,0.00 / 1.00,-0.068149240 / 0.000000000
solvent_188 / solvent_750,0.00 / 1.00,0.145235060 / 0.000000000
solvent_74 / solvent_256,0.00 / 1.00,0.653653520 / 0.000000000
solvent_73 / solvent_617,0.00 / 1.00,0.352678360 / 0.000000000
solvent_39 / solvent_660,0.00 / 1.00,0.875747700 / 0.000000000
solvent_262 / solvent_577,0.00 / 1.00,1.592857860 / 0.000000000
solvent_278 / solvent_714,0.00 / 1.00,-0.011034240 / 0.000000000
solvent_124 / solvent_349,0.00 / 1.00,0.327749810 / 0.000000000
solvent_275 / solvent_670,0.00 / 1.00,-0.089585560 / 0.000000000
solvent_552 / solvent_804,0.00 / 1.00,-0.329005210 / 0.000000000
solvent_120 / solvent_441,0.00 / 1.00,2.568233500 / 0.000000000
solvent_563 / solvent_606,0.00 / 1.00,0.027078030 / 0.000000000
solvent_571 / solvent_811,0.00 / 1.00,-0.409773900 / 0.000000000
solvent_83 / solvent_227,0.00 / 1.00,-1.636254880 / 0.000000000
solvent_383 / solvent_392,0.00 / 1.00,1.032754030 / 0.000000000
solvent_239 / solvent_262,0.00 / 1.00,2.945052770 / 0.000000000
solvent_630 / solvent_635,0.00 / 1.00,-1.004102010 / 0.000000000
solvent_307 / solvent_796,0.00 / 1.00,1.309000910 / 0.000000000
solvent_251 / solvent_731,0.00 / 1.00,1.316277930 / 0.000000000
solvent_642 / solvent_705,0.00 / 1.00,2.577940390 / 0.000000000
solvent_389 / solvent_820,0.00 / 1.00,2.756749560 / 0.000000000
solvent_131 / solvent_816,0.00 / 1.00,2.231298950 / 0.000000000
solvent_192 / solvent_317,0.00 / 1.00,0.376518220 / 0.000000000
solvent_206 / solvent_686,0.00 / 1.00,-0.155147310 / 0.000000000
solvent_349 / solvent_663,0.00 / 1.00,-0.136048410 / 0.000000000
solvent_255 / solvent_662,0.00 / 1.00,0.865067380 / 0.000000000
solvent_351 / solvent_709,0.00 / 1.00,0.453169110 / 0.000000000
solvent_379 / solvent_396,0.00 / 1.00,-2.049266950 / 0.000000000
solvent_192 / solvent_804,0.00 / 1.00,0.554959760 / 0.000000000
solvent_297 / solvent_819,0.00 / 1.00,-0.664180090 / 0.000000000
solvent_267 / solvent_593,0.00 / 1.00,-0.673076060 / 0.000000000
solvent_319 / solvent_842,0.00 / 1.00,1.608382530 / 0.000000000
solvent_57 / solvent_764,0.00 / 1.00,0.408942490 / 0.000000000
solvent_229 / solvent_727,0.00 / 1.00,-0.358401990 / 0.000000000
solvent_356 / solvent_497,0.00 / 1.00,-0.220920800 / 0.000000000
solvent_260 / solvent_699,0.00 / 1.00,0.232132650 / 0.000000000
solvent_467 / solvent_835,0.00 / 1.00,-0.092940010 / 0.000000000
solvent_477 / solvent_824,0.00 / 1.00,0.860912590 / 0.000000000
solvent_226 / solvent_236,0.00 / 1.00,-0.015786320 / 0.000000000
solvent_764 / solvent_800,0.00 / 1.00,2.443804680 / 0.000000000
solvent_66 / solvent_619,0.00 / 1.00,1.090400870 / 0.000000000
solvent_564 / solvent_740,0.00 / 1.00,0.379758410 / 0.000000000
solvent_47 / solvent_602,0.00 / 1.00,-0.591718450 / 0.000000000
solvent_430 / solvent_443,0.00 / 1.00,0.247952940 / 0.000000000
solvent_487 / solvent_768,0.00 / 1.00,-0.183051150 / 0.000000000
solvent_478 / solvent_513,0.00 / 1.00,3.482622690 / 0.000000000
solvent_27 / solvent_665,0.00 / 1.00,-0.798281110 / 0.000000000
solvent_697 / solvent_842,0.00 / 1.00,1.913102050 / 0.000000000
solvent_629 / solvent_780,0.00 / 1.00,4.818338910 / 0.000000000
solvent_104 / solvent_840,0.00 / 1.00,4.477742100 / 0.000000000
solvent_531 / solvent_716,0.00 / 1.00,1.100616280 / 0.000000000
solvent_67 / solvent_651,0.00 / 1.00,-0.390570110 / 0.000000000
solvent_61 / solvent_206,0.00 / 1.00,-0.121797420 / 0.000000000
solvent_106 / solvent_763,0.00 / 1.00,0.222631960 / 0.000000000
solvent_34 / solvent_574,0.00 / 1.00,-0.117757620 / 0.000000000
solvent_269 / solvent_824,0.00 / 1.00,-0.462969100 / 0.000000000
solvent_679 / solvent_820,0.00 / 1.00,0.077494750 / 0.000000000
solvent_98 / solvent_213,0.00 / 1.00,0.091610140 / 0.000000000
solvent_390 / solvent_575,0.00 / 1.00,4.066726350 / 0.000000000
solvent_231 / solvent_448,0.00 / 1.00,-0.337664140 / 0.000000000
solvent_96 / solvent_260,0.00 / 1.00,-1.996327330 / 0.000000000
solvent_466 / solvent_740,0.00 / 1.00,0.381732160 / 0.000000000
solvent_520 / solvent_767,0.00 / 1.00,0.898231580 / 0.000000000
solvent_141 / solvent_670,0.00 / 1.00,0.125189750 / 0.000000000
solvent_34 / solvent_756,0.00 / 1.00,1.489072820 / 0.000000000
solvent_239 / solvent_423,0.00 / 1.00,0.699115920 / 0.000000000
solvent_256 / solvent_643,0.00 / 1.00,0.753103840 / 0.000000000
solvent_424 / solvent_762,0.00 / 1.00,1.251141570 / 0.000000000
solvent_10 / solvent_586,0.00 / 1.00,0.132844280 / 0.000000000
solvent_714 / solvent_753,0.00 / 1.00,-0.494546350 / 0.000000000
solvent_603 / solvent_617,0.00 / 1.00,2.007090940 / 0.000000000
solvent_454 / solvent_471,0.00 / 1.00,0.035346250 / 0.000000000
solvent_39 / solvent_296,0.00 / 1.00,0.848982100 / 0.000000000
solvent_531 / solvent_842,0.00 / 1.00,-0.000384640 / 0.000000000
solvent_202 / solvent_595,0.00 / 1.00,-0.177940260 / 0.000000000
solvent_24 / solvent_227,0.00 / 1.00,0.094505430 / 0.000000000
solvent_10 / solvent_561,0.00 / 1.00,-0.204159420 / 0.000000000
solvent_95 / solvent_694,0.00 / 1.00,0.864601240 / 0.000000000
solvent_238 / solvent_841,0.00 / 1.00,-0.053265370 / 0.000000000
solvent_621 / solvent_844,0.00 / 1.00,4.774396920 / 0.000000000
solvent_74 / solvent_731,0.00 / 1.00,3.393917960 / 0.000000000
solvent_309 / solvent_416,0.00 / 1.00,0.175364260 / 0.000000000
solvent_408 / solvent_655,0.00 / 1.00,-0.025120270 / 0.000000000
solvent_615 / solvent_662,0.00 / 1.00,0.159334490 / 0.000000000
solvent_7 / solvent_535,0.00 / 1.00,2.030792490 / 0.000000000
solvent_587 / solvent_633,0.00 / 1.00,0.267227630 / 0.000000000
solvent_311 / solvent_487,0.00 / 1.00,0.009900060 / 0.000000000
solvent_92 / solvent_649,0.00 / 1.00,1.141378870 / 0.000000000
solvent_265 / solvent_383,0.00 / 1.00,-0.260399010 / 0.000000000
solvent_303 / solvent_599,0.00 / 1.00,0.948734580 / 0.000000000
solvent_351 / solvent_361,0.00 / 1.00,0.004922830 / 0.000000000
solvent_160 / solvent_592,0.00 / 1.00,1.711711950 / 0.000000000
solvent_152 / solvent_382,0.00 / 1.00,2.687153810 / 0.000000000
solvent_544 / solvent_556,0.00 / 1.00,-0.106211010 / 0.000000000
solvent_553 / solvent_712,0.00 / 1.00,0.076440820 / 0.000000000
solvent_552 / solvent_815,0.00 / 1.00,-0.526617850 / 0.000000000
solvent_511 / solvent_554,0.00 / 1.00,0.178365450 / 0.000000000
solvent_500 / solvent_671,0.00 / 1.00,-0.106844540 / 0.000000000
solvent_170 / solvent_680,0.00 / 1.00,0.022562070 / 0.000000000
solvent_15 / solvent_417,0.00 / 1.00,-0.560426120 / 0.000000000
solvent_627 / solvent_717,0.00 / 1.00,-0.730786020 / 0.000000000
solvent_362 / solvent_406,0.00 / 1.00,1.217621980 / 0.000000000
solvent_35 / solvent_342,0.00 / 1.00,0.063816950 / 0.000000000
solvent_726 / solvent_764,0.00 / 1.00,0.038007710 / 0.000000000
solvent_469 / solvent_687,0.00 / 1.00,0.188536480 / 0.000000000
solvent_205 / solvent_473,0.00 / 1.00,0.826000410 / 0.000000000
solvent_1 / solvent_293,0.00 / 1.00,-0.175386400 / 0.000000000
solvent_132 / solvent_545,0.00 / 1.00,-1.258385580 / 0.000000000
solvent_436 / solvent_470,0.00 / 1.00,0.063306520 / 0.000000000
solvent_40 / solvent_82,0.00 / 1.00,1.049396340 / 0.000000000
solvent_336 / solvent_686,0.00 / 1.00,-1.690356090 / 0.000000000
solvent_635 / solvent_814,0.00 / 1.00,-0.590948100 / 0.000000000
solvent_233 / solvent_799,0.00 / 1.00,-0.170838550 / 0.000000000
solvent_231 / solvent_564,0.00 / 1.00,0.643336250 / 0.000000000
solvent_264 / solvent_768,0.00 / 1.00,-0.162600010 / 0.000000000
solvent_584 / solvent_695,0.00 / 1.00,0.302441760 / 0.000000000
solvent_540 / solvent_566,0.00 / 1.00,-0.884153800 / 0.000000000
solvent_287 / solvent_582,0.00 / 1.00,0.297120290 / 0.000000000
solvent_511 / solvent_842,0.00 / 1.00,0.622997150 / 0.000000000
solvent_109 / solvent_383,0.00 / 1.00,-1.187648460 / 0.000000000
solvent_66 / solvent_370,0.00 / 1.00,0.029321670 / 0.000000000
solvent_70 / solvent_821,0.00 / 1.00,-0.105358950 / 0.000000000
solvent_2 / solvent_180,0.00 / 1.00,0.322348190 / 0.000000000
solvent_396 / solvent_674,0.00 / 1.00,0.318816300 / 0.000000000
solvent_304 / solvent_545,0.00 / 1.00,0.183006290 / 0.000000000
solvent_184 / solvent_412,0.00 / 1.00,-0.379071220 / 0.000000000
solvent_21 / solvent_555,0.00 / 1.00,0.051544850 / 0.000000000
solvent_561 / solvent_711,0.00 / 1.00,-0.203599300 / 0.000000000
solvent_141 / solvent_760,0.00 / 1.00,0.562042410 / 0.000000000
solvent_206 / solvent_734,0.00 / 1.00,-0.603300090 / 0.000000000
solvent_106 / solvent_593,0.00 / 1.00,0.888086090 / 0.000000000
solvent_376 / solvent_835,0.00 / 1.00,-0.082760670 / 0.000000000
solvent_676 / solvent_723,0.00 / 1.00,0.438512280 / 0.000000000
solvent_609 / solvent_749,0.00 / 1.00,-0.374522460 / 0.000000000
solvent_44 / solvent_578,0.00 / 1.00,-1.608861780 / 0.000000000
solvent_86 / solvent_713,0.00 / 1.00,0.488753430 / 0.000000000
