solv_i_id,molefrac_i,ln_gamma_i
solvent_66 / solvent_809,0.10 / 0.90,-0.136212180 / -0.000945390
solvent_617 / solvent_698,0.10 / 0.90,0.172479540 / 0.001127190
solvent_102 / solvent_124,0.10 / 0.90,0.027296680 / 0.000380050
solvent_210 / solvent_786,0.10 / 0.90,0.303775420 / 0.003587500
solvent_240 / solvent_396,0.10 / 0.90,-1.364461730 / -0.038980700
solvent_501 / solvent_692,0.10 / 0.90,1.148952360 / 0.060935000
solvent_135 / solvent_590,0.10 / 0.90,-0.380656850 / -0.011716230
solvent_430 / solvent_760,0.10 / 0.90,1.471356100 / 0.035491500
solvent_99 / solvent_250,0.10 / 0.90,1.335616400 / 0.055464020
solvent_252 / solvent_648,0.10 / 0.90,-0.327410550 / -0.002850030
solvent_195 / solvent_640,0.10 / 0.90,0.656210370 / 0.009886740
solvent_279 / solvent_603,0.10 / 0.90,0.322758330 / 0.000920600
solvent_607 / solvent_829,0.10 / 0.90,0.328035890 / 0.001947890
solvent_202 / solvent_466,0.10 / 0.90,-0.009718310 / 0.000634220
solvent_76 / solvent_504,0.10 / 0.90,-0.149994250 / -0.003921410
solvent_161 / solvent_771,0.10 / 0.90,0.593566760 / 0.004398880
solvent_151 / solvent_818,0.10 / 0.90,1.544073470 / 0.027160890
solvent_533 / solvent_735,0.10 / 0.90,-5.825895570 / -0.028166740
solvent_23 / solvent_770,0.10 / 0.90,0.691316250 / 0.003309360
solvent_71 / solvent_178,0.10 / 0.90,-0.270343080 / -0.003191330
solvent_338 / solvent_838,0.10 / 0.90,1.039745730 / 0.054639870
solvent_385 / solvent_423,0.10 / 0.90,3.207489960 / 0.076189250
solvent_322 / solvent_618,0.10 / 0.90,-0.020685500 / -0.000174770
solvent_22 / solvent_800,0.10 / 0.90,-7.588884440 / -0.130710240
solvent_89 / solvent_820,0.10 / 0.90,1.298063630 / 0.047249850
solvent_190 / solvent_345,0.10 / 0.90,1.444990230 / 0.063414270
solvent_341 / solvent_634,0.10 / 0.90,-0.022741770 / -0.000320550
solvent_343 / solvent_480,0.10 / 0.90,0.668410520 / 0.007529700
solvent_255 / solvent_424,0.10 / 0.90,0.608828690 / -0.000638680
solvent_368 / solvent_606,0.10 / 0.90,-0.449659460 / -0.001648290
solvent_383 / solvent_443,0.10 / 0.90,0.640333820 / 0.009879940
solvent_54 / solvent_340,0.10 / 0.90,0.386786250 / 0.004864420
solvent_718 / solvent_829,0.10 / 0.90,0.315763680 / 0.006369460
solvent_489 / solvent_584,0.10 / 0.90,0.245132640 / -0.013118390
solvent_578 / solvent_828,0.10 / 0.90,0.343689290 / 0.012710540
solvent_166 / solvent_824,0.10 / 0.90,-0.119623480 / -0.001639210
solvent_231 / solvent_636,0.10 / 0.90,-0.555864170 / -0.002941830
solvent_686 / solvent_748,0.10 / 0.90,-0.011240430 / 0.000980450
solvent_499 / solvent_549,0.10 / 0.90,1.024550370 / 0.021007960
solvent_279 / solvent_659,0.10 / 0.90,-0.947516080 / -0.006446660
solvent_112 / solvent_202,0.10 / 0.90,0.028862830 / 0.000379200
solvent_213 / solvent_309,0.10 / 0.90,-0.312774620 / -0.005953820
solvent_230 / solvent_253,0.10 / 0.90,-0.008168040 / -0.000296990
solvent_384 / solvent_475,0.10 / 0.90,-0.069422220 / 0.000361880
solvent_46 / solvent_342,0.10 / 0.90,-0.625917990 / -0.006028290
solvent_30 / solvent_724,0.10 / 0.90,0.188069350 / 0.002359860
solvent_157 / solvent_816,0.10 / 0.90,0.251473500 / 0.003659600
solvent_217 / solvent_406,0.10 / 0.90,-1.734529280 / -0.008969270
solvent_258 / solvent_656,0.10 / 0.90,0.916761910 / 0.012496780
solvent_399 / solvent_509,0.10 / 0.90,0.289782180 / 0.001943110
solvent_494 / solvent_695,0.10 / 0.90,1.132176290 / 0.045591480
solvent_336 / solvent_817,0.10 / 0.90,-0.245520920 / -0.004364970
solvent_5 / solvent_249,0.10 / 0.90,0.010207650 / 0.003477350
solvent_126 / solvent_368,0.10 / 0.90,0.339056700 / 0.004357700
solvent_469 / solvent_805,0.10 / 0.90,0.366115920 / -0.001555870
solvent_258 / solvent_460,0.10 / 0.90,-0.146090410 / -0.002036030
solvent_203 / solvent_464,0.10 / 0.90,0.109397990 / 0.002899310
solvent_113 / solvent_603,0.10 / 0.90,0.976777720 / 0.011539120
solvent_681 / solvent_701,0.10 / 0.90,0.281080820 / 0.002716930
solvent_432 / solvent_468,0.10 / 0.90,0.000601540 / 0.000230490
solvent_429 / solvent_564,0.10 / 0.90,-0.092754840 / -0.000772820
solvent_345 / solvent_807,0.10 / 0.90,0.244562140 / 0.002653780
solvent_163 / solvent_396,0.10 / 0.90,0.452630450 / 0.033671250
solvent_705 / solvent_788,0.10 / 0.90,1.375827720 / 0.011423820
solvent_232 / solvent_588,0.10 / 0.90,0.201780800 / 0.000333550
solvent_178 / solvent_708,0.10 / 0.90,1.256299780 / 0.014074200
solvent_512 / solvent_806,0.10 / 0.90,0.023639730 / 0.000168850
solvent_394 / solvent_821,0.10 / 0.90,2.257089020 / 0.033571630
solvent_436 / solvent_843,0.10 / 0.90,0.032995040 / 0.000332140
solvent_296 / solvent_842,0.10 / 0.90,1.106088890 / 0.015140040
solvent_496 / solvent_773,0.10 / 0.90,-0.075474200 / -0.000749980
solvent_580 / solvent_629,0.10 / 0.90,0.983044070 / 0.010182970
solvent_312 / solvent_519,0.10 / 0.90,1.485602820 / 0.046859940
solvent_215 / solvent_822,0.10 / 0.90,-0.109993140 / -0.002982340
solvent_278 / solvent_464,0.10 / 0.90,0.125842830 / 0.001207000
solvent_132 / solvent_719,0.10 / 0.90,-1.040688640 / -0.014421850
solvent_383 / solvent_504,0.10 / 0.90,-0.342333950 / -0.009862200
solvent_127 / solvent_678,0.10 / 0.90,-0.643997580 / -0.010120070
solvent_52 / solvent_269,0.10 / 0.90,2.459355930 / 0.054819300
solvent_289 / solvent_522,0.10 / 0.90,2.073323110 / 0.021096920
solvent_150 / solvent_536,0.10 / 0.90,0.382874920 / 0.007436590
solvent_225 / solvent_692,0.10 / 0.90,1.065118020 / 0.015779490
solvent_468 / solvent_593,0.10 / 0.90,0.194267770 / 0.002820570
solvent_289 / solvent_687,0.10 / 0.90,0.209807480 / 0.001682340
solvent_167 / solvent_530,0.10 / 0.90,2.344530980 / 0.051989940
solvent_62 / solvent_794,0.10 / 0.90,0.459204130 / 0.004326690
solvent_154 / solvent_513,0.10 / 0.90,-0.334122880 / -0.006901830
solvent_648 / solvent_822,0.10 / 0.90,-0.558513390 / -0.015725130
solvent_478 / solvent_559,0.10 / 0.90,-0.822272410 / -0.002318260
solvent_204 / solvent_746,0.10 / 0.90,0.957734000 / 0.017737370
solvent_47 / solvent_768,0.10 / 0.90,0.774637650 / 0.030863750
solvent_255 / solvent_317,0.10 / 0.90,1.562399860 / 0.008706190
solvent_359 / solvent_473,0.10 / 0.90,-0.253713550 / -0.002002210
solvent_313 / solvent_647,0.10 / 0.90,0.542763250 / 0.005800070
solvent_380 / solvent_431,0.10 / 0.90,0.215309800 / 0.002271590
solvent_409 / solvent_748,0.10 / 0.90,0.141403080 / 0.000410560
solvent_157 / solvent_230,0.10 / 0.90,0.743053470 / 0.008963780
solvent_664 / solvent_840,0.10 / 0.90,2.717543500 / 0.045522960
solvent_697 / solvent_727,0.10 / 0.90,-0.183902890 / -0.002060420
solvent_86 / solvent_432,0.10 / 0.90,0.145980170 / 0.001150910
solvent_534 / solvent_556,0.10 / 0.90,-10.793606120 / -0.132881350
solvent_477 / solvent_520,0.10 / 0.90,0.295038800 / 0.003937570
solvent_541 / solvent_777,0.10 / 0.90,0.184665650 / 0.001327030
solvent_481 / solvent_542,0.10 / 0.90,0.387321930 / 0.001026170
solvent_219 / solvent_234,0.10 / 0.90,0.958677250 / 0.015059120
solvent_362 / solvent_508,0.10 / 0.90,0.704423630 / 0.005326250
solvent_475 / solvent_639,0.10 / 0.90,-0.031868740 / -0.000231200
solvent_460 / solvent_721,0.10 / 0.90,1.244728740 / 0.011350330
solvent_149 / solvent_213,0.10 / 0.90,0.337792930 / 0.003407750
solvent_45 / solvent_493,0.10 / 0.90,0.377224520 / -0.000407560
solvent_447 / solvent_655,0.10 / 0.90,2.929555680 / 0.086136770
solvent_136 / solvent_452,0.10 / 0.90,0.589415570 / 0.010519200
solvent_316 / solvent_531,0.10 / 0.90,0.486168400 / 0.003761980
solvent_630 / solvent_773,0.10 / 0.90,0.239329250 / 0.002203670
solvent_102 / solvent_247,0.10 / 0.90,-0.134659570 / -0.001232210
solvent_30 / solvent_271,0.10 / 0.90,-0.056514850 / -0.000429750
solvent_179 / solvent_594,0.10 / 0.90,-0.225037860 / -0.001483800
solvent_676 / solvent_752,0.10 / 0.90,0.298712070 / 0.000565410
solvent_399 / solvent_514,0.10 / 0.90,0.799160260 / 0.055529580
solvent_640 / solvent_768,0.10 / 0.90,0.008997190 / -0.000454930
solvent_520 / solvent_708,0.10 / 0.90,4.532025570 / 0.088989800
solvent_45 / solvent_843,0.10 / 0.90,-0.260291070 / -0.001513950
solvent_337 / solvent_782,0.10 / 0.90,0.249822590 / 0.002695080
solvent_398 / solvent_436,0.10 / 0.90,-0.297412040 / -0.002373750
solvent_504 / solvent_764,0.10 / 0.90,0.317712710 / 0.002414950
solvent_269 / solvent_368,0.10 / 0.90,-0.057702880 / -0.002104900
solvent_414 / solvent_831,0.10 / 0.90,0.752314040 / 0.014273500
solvent_11 / solvent_687,0.10 / 0.90,0.043154100 / -0.000393750
solvent_376 / solvent_579,0.10 / 0.90,0.239439040 / 0.001922630
solvent_451 / solvent_480,0.10 / 0.90,-0.404182500 / -0.005279460
solvent_200 / solvent_674,0.10 / 0.90,0.091678730 / 0.001617110
solvent_2 / solvent_776,0.10 / 0.90,1.046701830 / 0.014436840
solvent_39 / solvent_517,0.10 / 0.90,-0.207291980 / -0.005273160
solvent_213 / solvent_319,0.10 / 0.90,-0.883262240 / -0.017041280
solvent_507 / solvent_626,0.10 / 0.90,0.135452900 / 0.001146940
solvent_293 / solvent_341,0.10 / 0.90,0.026666040 / 0.000375210
solvent_531 / solvent_774,0.10 / 0.90,3.920667310 / 0.055652260
solvent_550 / solvent_675,0.10 / 0.90,-0.232484940 / -0.003359780
solvent_660 / solvent_709,0.10 / 0.90,-0.241232420 / -0.003451040
solvent_357 / solvent_385,0.10 / 0.90,-0.082101120 / -0.001452120
solvent_222 / solvent_536,0.10 / 0.90,0.429249850 / 0.002858880
solvent_167 / solvent_396,0.10 / 0.90,0.301613980 / 0.027037630
solvent_197 / solvent_344,0.10 / 0.90,-0.592903860 / -0.007401480
solvent_57 / solvent_806,0.10 / 0.90,-0.267251530 / -0.003959860
solvent_1 / solvent_550,0.10 / 0.90,-0.273820230 / -0.002176240
solvent_163 / solvent_506,0.10 / 0.90,-1.012725100 / 0.002201050
solvent_594 / solvent_651,0.10 / 0.90,-0.054346490 / -0.000457930
solvent_379 / solvent_843,0.10 / 0.90,0.251722050 / 0.001585260
solvent_337 / solvent_545,0.10 / 0.90,0.416838430 / 0.003973050
solvent_600 / solvent_794,0.10 / 0.90,-1.807882720 / -0.007557660
solvent_430 / solvent_831,0.10 / 0.90,1.396197450 / 0.059678690
solvent_347 / solvent_842,0.10 / 0.90,0.516156070 / 0.005441850
solvent_360 / solvent_512,0.10 / 0.90,-0.148486660 / -0.007789710
solvent_49 / solvent_118,0.10 / 0.90,-0.056306780 / -0.000496200
solvent_341 / solvent_358,0.10 / 0.90,-0.000135260 / -0.000374420
solvent_121 / solvent_195,0.10 / 0.90,0.524659420 / 0.007017900
solvent_111 / solvent_640,0.10 / 0.90,-0.163022290 / -0.000132470
solvent_377 / solvent_454,0.10 / 0.90,0.092589530 / -0.000601940
solvent_149 / solvent_545,0.10 / 0.90,0.220928840 / 0.002531320
solvent_155 / solvent_648,0.10 / 0.90,-0.007446330 / -0.000138990
solvent_522 / solvent_749,0.10 / 0.90,-1.256047360 / -0.016653220
solvent_378 / solvent_763,0.10 / 0.90,-0.033385480 / 0.004157270
solvent_539 / solvent_761,0.10 / 0.90,3.386704360 / 0.044722080
solvent_361 / solvent_603,0.10 / 0.90,0.241948840 / 0.000058800
solvent_304 / solvent_761,0.10 / 0.90,-0.024968520 / -0.000237040
solvent_24 / solvent_660,0.10 / 0.90,1.736175470 / 0.041125940
solvent_225 / solvent_665,0.10 / 0.90,0.054035490 / -0.001124910
solvent_348 / solvent_766,0.10 / 0.90,0.298995620 / 0.003943700
solvent_191 / solvent_612,0.10 / 0.90,0.012580270 / 0.000161410
solvent_59 / solvent_245,0.10 / 0.90,0.100706580 / 0.002219880
solvent_365 / solvent_756,0.10 / 0.90,2.152792920 / 0.043869710
solvent_724 / solvent_819,0.10 / 0.90,0.022306220 / 0.000382930
solvent_221 / solvent_441,0.10 / 0.90,3.194420700 / 0.024507000
solvent_343 / solvent_670,0.10 / 0.90,0.633471850 / 0.004301750
solvent_41 / solvent_172,0.10 / 0.90,0.339354570 / 0.002341410
solvent_514 / solvent_837,0.10 / 0.90,0.038320460 / -0.000101390
solvent_24 / solvent_654,0.10 / 0.90,1.630946420 / 0.037438820
solvent_312 / solvent_462,0.10 / 0.90,-0.460454000 / -0.001200150
solvent_46 / solvent_722,0.10 / 0.90,1.277849770 / 0.012206310
solvent_166 / solvent_796,0.10 / 0.90,1.166861430 / 0.005790020
solvent_304 / solvent_425,0.10 / 0.90,-0.039722310 / -0.000387910
solvent_439 / solvent_577,0.10 / 0.90,4.075046560 / 0.079557410
solvent_755 / solvent_761,0.10 / 0.90,3.476897230 / 0.083744970
solvent_277 / solvent_614,0.10 / 0.90,0.417505960 / 0.004592990
solvent_117 / solvent_372,0.10 / 0.90,0.145496210 / 0.000143010
solvent_271 / solvent_348,0.10 / 0.90,0.022850870 / 0.001625350
solvent_266 / solvent_844,0.10 / 0.90,2.266541100 / 0.106104540
solvent_163 / solvent_237,0.10 / 0.90,1.222726560 / 0.045528820
solvent_332 / solvent_446,0.10 / 0.90,1.011618970 / 0.009036750
solvent_121 / solvent_429,0.10 / 0.90,0.164063680 / 0.000924330
solvent_544 / solvent_765,0.10 / 0.90,-2.474522890 / -0.021575880
solvent_114 / solvent_419,0.10 / 0.90,0.668779000 / 0.010888840
solvent_444 / solvent_745,0.10 / 0.90,-0.118152690 / 0.000375460
solvent_473 / solvent_651,0.10 / 0.90,0.402044370 / 0.003850030
solvent_170 / solvent_280,0.10 / 0.90,0.579551920 / 0.007863360
solvent_72 / solvent_462,0.10 / 0.90,0.076956210 / 0.001250640
solvent_265 / solvent_447,0.10 / 0.90,2.944723070 / 0.074351840
solvent_76 / solvent_694,0.10 / 0.90,-0.183338870 / -0.001952890
solvent_103 / solvent_396,0.10 / 0.90,-0.560363190 / -0.018432240
solvent_498 / solvent_768,0.10 / 0.90,1.172300970 / 0.059839500
solvent_263 / solvent_303,0.10 / 0.90,0.424074980 / 0.039511820
solvent_660 / solvent_694,0.10 / 0.90,-0.386659910 / -0.003829640
solvent_77 / solvent_457,0.10 / 0.90,1.572233660 / 0.017835690
solvent_628 / solvent_693,0.10 / 0.90,-0.145459970 / -0.000770240
solvent_444 / solvent_610,0.10 / 0.90,-0.105716290 / -0.001234010
solvent_522 / solvent_769,0.10 / 0.90,0.072768990 / 0.000659940
solvent_230 / solvent_751,0.10 / 0.90,-0.194022040 / -0.001420350
solvent_408 / solvent_476,0.10 / 0.90,-0.012022720 / -0.000082500
solvent_220 / solvent_301,0.10 / 0.90,1.582850630 / 0.051808340
solvent_413 / solvent_783,0.10 / 0.90,2.461599480 / 0.102989230
solvent_359 / solvent_564,0.10 / 0.90,-0.450342550 / -0.003276250
solvent_57 / solvent_504,0.10 / 0.90,-0.076463280 / -0.000934050
solvent_221 / solvent_348,0.10 / 0.90,0.164533210 / 0.002469820
solvent_500 / solvent_507,0.10 / 0.90,0.054720220 / 0.000685700
solvent_761 / solvent_783,0.10 / 0.90,-0.276733790 / -0.003248650
solvent_674 / solvent_757,0.10 / 0.90,1.063974790 / 0.014632530
solvent_49 / solvent_107,0.10 / 0.90,-0.065993720 / -0.000984800
solvent_301 / solvent_642,0.10 / 0.90,-0.430604790 / -0.003453280
solvent_260 / solvent_656,0.10 / 0.90,0.223360530 / 0.000980100
solvent_230 / solvent_292,0.10 / 0.90,-0.073031660 / -0.001208270
solvent_12 / solvent_718,0.10 / 0.90,0.087916260 / 0.001576200
solvent_150 / solvent_396,0.10 / 0.90,0.574415160 / 0.031978290
solvent_412 / solvent_611,0.10 / 0.90,-0.573539540 / -0.000846050
solvent_1 / solvent_551,0.10 / 0.90,0.750792280 / 0.004543780
solvent_139 / solvent_390,0.10 / 0.90,0.352150750 / 0.001466310
solvent_456 / solvent_718,0.10 / 0.90,-0.043419470 / -0.004292280
solvent_193 / solvent_694,0.10 / 0.90,0.234815940 / 0.001863090
solvent_197 / solvent_263,0.10 / 0.90,0.664902640 / 0.003946350
solvent_170 / solvent_237,0.10 / 0.90,0.260246570 / 0.003001390
solvent_82 / solvent_825,0.10 / 0.90,0.041661850 / 0.000544500
solvent_389 / solvent_512,0.10 / 0.90,0.306378120 / 0.046248150
solvent_408 / solvent_629,0.10 / 0.90,0.003831330 / 0.000055800
solvent_215 / solvent_280,0.10 / 0.90,0.050042440 / 0.001135320
solvent_227 / solvent_348,0.10 / 0.90,0.052052150 / 0.005451170
solvent_383 / solvent_564,0.10 / 0.90,0.433150700 / 0.007782820
solvent_416 / solvent_830,0.10 / 0.90,0.409868610 / 0.004148390
solvent_360 / solvent_725,0.10 / 0.90,0.553642020 / 0.014820610
solvent_341 / solvent_465,0.10 / 0.90,-0.024507810 / -0.000426160
solvent_158 / solvent_279,0.10 / 0.90,-0.071965830 / -0.002763450
solvent_191 / solvent_672,0.10 / 0.90,-0.499208630 / -0.007783030
solvent_449 / solvent_782,0.10 / 0.90,0.026452850 / -0.001494860
solvent_259 / solvent_539,0.10 / 0.90,5.102061610 / 0.235500760
solvent_582 / solvent_584,0.10 / 0.90,0.080805240 / 0.000105920
solvent_250 / solvent_807,0.10 / 0.90,-0.118863600 / -0.001678450
solvent_515 / solvent_782,0.10 / 0.90,3.354885840 / 0.061598400
solvent_45 / solvent_392,0.10 / 0.90,0.355170380 / 0.000662770
solvent_387 / solvent_517,0.10 / 0.90,-0.445033160 / 0.007524520
solvent_311 / solvent_817,0.10 / 0.90,0.117613860 / 0.000965610
solvent_63 / solvent_402,0.10 / 0.90,-0.272065460 / -0.001410620
solvent_748 / solvent_808,0.10 / 0.90,0.290221260 / 0.005835100
solvent_296 / solvent_735,0.10 / 0.90,-0.350823520 / -0.004024010
solvent_96 / solvent_225,0.10 / 0.90,-0.133798680 / 0.003941910
solvent_313 / solvent_589,0.10 / 0.90,0.457336610 / 0.004735050
solvent_230 / solvent_516,0.10 / 0.90,1.833483630 / 0.026954600
solvent_82 / solvent_160,0.10 / 0.90,0.710220310 / 0.006651430
solvent_493 / solvent_507,0.10 / 0.90,0.345569390 / 0.009681380
solvent_646 / solvent_760,0.10 / 0.90,0.303212350 / 0.012282490
solvent_442 / solvent_465,0.10 / 0.90,0.387092200 / 0.006775040
solvent_41 / solvent_372,0.10 / 0.90,1.547095710 / 0.008387600
solvent_240 / solvent_789,0.10 / 0.90,1.196038280 / 0.023474810
solvent_10 / solvent_600,0.10 / 0.90,1.530910660 / 0.017610080
solvent_317 / solvent_771,0.10 / 0.90,-0.394647420 / -0.003685490
solvent_56 / solvent_430,0.10 / 0.90,0.013898130 / 0.000250910
solvent_195 / solvent_501,0.10 / 0.90,1.288830560 / 0.013642770
solvent_359 / solvent_374,0.10 / 0.90,-0.255574720 / -0.002374550
solvent_673 / solvent_800,0.10 / 0.90,1.947068570 / 0.028566210
solvent_242 / solvent_558,0.10 / 0.90,2.116813690 / 0.077724030
solvent_381 / solvent_590,0.10 / 0.90,-0.074531890 / -0.001464640
solvent_370 / solvent_805,0.10 / 0.90,0.040736060 / -0.000203580
solvent_117 / solvent_747,0.10 / 0.90,0.131243390 / 0.001230660
solvent_709 / solvent_814,0.10 / 0.90,-0.034917070 / -0.000312130
solvent_808 / solvent_843,0.10 / 0.90,0.435626510 / 0.002691580
solvent_341 / solvent_749,0.10 / 0.90,0.880901060 / 0.006303720
solvent_629 / solvent_726,0.10 / 0.90,-0.083325080 / -0.002022110
solvent_133 / solvent_700,0.10 / 0.90,1.503275130 / 0.043571390
solvent_74 / solvent_641,0.10 / 0.90,0.790529660 / 0.039861330
solvent_23 / solvent_531,0.10 / 0.90,2.445479070 / 0.038144940
solvent_48 / solvent_412,0.10 / 0.90,0.107574500 / 0.001939500
solvent_143 / solvent_252,0.10 / 0.90,1.368745570 / 0.048822130
solvent_166 / solvent_531,0.10 / 0.90,1.000020990 / 0.009390820
solvent_11 / solvent_183,0.10 / 0.90,0.832002330 / 0.005640010
solvent_113 / solvent_788,0.10 / 0.90,-0.788276240 / -0.008826630
solvent_477 / solvent_588,0.10 / 0.90,1.775347980 / 0.018743780
solvent_814 / solvent_844,0.10 / 0.90,3.573384670 / 0.099718570
solvent_555 / solvent_629,0.10 / 0.90,-0.008466880 / -0.000105960
solvent_243 / solvent_637,0.10 / 0.90,0.336605980 / 0.000910160
solvent_617 / solvent_648,0.10 / 0.90,0.416890310 / 0.001540210
solvent_253 / solvent_389,0.10 / 0.90,-0.089360610 / -0.002297500
solvent_552 / solvent_705,0.10 / 0.90,0.458960510 / 0.011591240
solvent_190 / solvent_214,0.10 / 0.90,1.437926800 / 0.040180730
solvent_411 / solvent_646,0.10 / 0.90,-0.000456750 / -0.000242750
solvent_11 / solvent_429,0.10 / 0.90,-0.075779100 / -0.000685650
solvent_500 / solvent_831,0.10 / 0.90,0.808503670 / 0.017807680
solvent_210 / solvent_557,0.10 / 0.90,0.653783760 / 0.003731350
solvent_673 / solvent_719,0.10 / 0.90,0.129693390 / 0.003402790
solvent_120 / solvent_816,0.10 / 0.90,-0.070724670 / -0.020048070
solvent_627 / solvent_660,0.10 / 0.90,-0.883903010 / -0.005988760
solvent_91 / solvent_525,0.10 / 0.90,0.054352790 / 0.000617320
solvent_382 / solvent_703,0.10 / 0.90,3.527248220 / 0.096167170
solvent_139 / solvent_481,0.10 / 0.90,-0.231705720 / -0.002861970
solvent_257 / solvent_557,0.10 / 0.90,0.851988150 / 0.007483110
solvent_131 / solvent_780,0.10 / 0.90,5.969787490 / 0.228046430
solvent_467 / solvent_520,0.10 / 0.90,0.376426330 / 0.003744020
solvent_77 / solvent_829,0.10 / 0.90,0.059182220 / 0.000724810
solvent_421 / solvent_568,0.10 / 0.90,-0.517442160 / -0.020673030
solvent_105 / solvent_161,0.10 / 0.90,0.513718800 / 0.007190510
solvent_350 / solvent_703,0.10 / 0.90,0.969038880 / 0.008993870
solvent_27 / solvent_394,0.10 / 0.90,1.740013520 / 0.028790390
solvent_301 / solvent_727,0.10 / 0.90,-0.169665790 / -0.001874800
solvent_396 / solvent_705,0.10 / 0.90,1.120574330 / 0.012359920
solvent_428 / solvent_705,0.10 / 0.90,0.414993400 / 0.038177610
solvent_294 / solvent_826,0.10 / 0.90,0.116002390 / -0.000492650
solvent_451 / solvent_512,0.10 / 0.90,0.081627080 / 0.002905380
solvent_1 / solvent_693,0.10 / 0.90,-0.006913610 / -0.000060400
solvent_107 / solvent_386,0.10 / 0.90,0.051346850 / 0.000736520
solvent_332 / solvent_447,0.10 / 0.90,0.831793510 / 0.006314580
solvent_56 / solvent_692,0.10 / 0.90,0.188687970 / 0.003081060
solvent_215 / solvent_737,0.10 / 0.90,0.842555960 / 0.006599710
solvent_356 / solvent_699,0.10 / 0.90,0.855964690 / 0.003870790
solvent_225 / solvent_656,0.10 / 0.90,1.498945740 / 0.017005390
solvent_39 / solvent_821,0.10 / 0.90,0.556003560 / 0.004411510
solvent_621 / solvent_654,0.10 / 0.90,-0.006918830 / -0.000196670
solvent_253 / solvent_635,0.10 / 0.90,0.528660010 / 0.009345030
solvent_656 / solvent_800,0.10 / 0.90,2.033341590 / 0.034920190
